Hearing ID,Date,Title,PDF link,Raw Text link
tq_350,"u'April 26, 2006'","House Hearing, 109th Congress
									 - GULF COAST RECOVERY: FACING CHALLENGES AND COMING BACK STRONGER IN EDUCATION",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg27979/pdf/CHRG-109hhrg27979.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg27979/html/CHRG-109hhrg27979.htm
tq_351,"u'January 28, 1998'","House Hearing, 105th Congress
									 - DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 1999",,http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg48709/html/CHRG-105hhrg48709.htm
tq_352,"u'June 25, 2013'",S. Hrg. 113-59 - PRIVATE STUDENT LOANS: REGULATORY PERSPECTIVES,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg82364/pdf/CHRG-113shrg82364.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg82364/html/CHRG-113shrg82364.htm
tq_353,"u'July 9, 2003'","House Hearing, 108th Congress
									 - H.R. 2183, MINORITY SERVING INSTITUTION DIGITAL AND WIRELESS TECHNOLOGY OPPORTUNITY ACT OF 2003",http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg88165/pdf/CHRG-108hhrg88165.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg88165/html/CHRG-108hhrg88165.htm
tq_354,"u'May 20, 2005'","House Hearing, 109th Congress
									 - DECLARATION OF EDUCATION: TOWARD A CULTURE OF ACHIEVEMENT IN D.C. PUBLIC SCHOOLS",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg21591/pdf/CHRG-109hhrg21591.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg21591/html/CHRG-109hhrg21591.htm
tq_355,"u'April 1, 2014'",S. Hrg. 113-519 - MID-SESSION HEARINGS FOR FISCAL YEAR 2015,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg90876/pdf/CHRG-113shrg90876.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg90876/html/CHRG-113shrg90876.htm
tq_356,"u'June 4, 2007'","House Hearing, 110th Congress
									 - HIGHER EDUCATION ACT: INSTITUTIONAL SUPPORT FOR COLLEGES AND UNIVERSITIES UNDER TITLE III AND TITLE V",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg35464/pdf/CHRG-110hhrg35464.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg35464/html/CHRG-110hhrg35464.htm
tq_357,"u'February 14, 2007'","House Hearing, 110th Congress
									 - MEMBERS' DAY",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg33750/pdf/CHRG-110hhrg33750.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg33750/html/CHRG-110hhrg33750.htm
tq_358,"u'June 11, 2014'",S. Hrg. 113-486 - INDIAN EDUCATION SERIES: EXAMINING HIGHER EDUCATION FOR AMERICAN INDIAN STUDENTS,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg91487/pdf/CHRG-113shrg91487.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg91487/html/CHRG-113shrg91487.htm
tq_359,"u'September 14, 1999'",S. Hrg. 106-372 - YOUTH VIOLENCE PREVENTION PROGRAM,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg61421/pdf/CHRG-106shrg61421.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg61421/html/CHRG-106shrg61421.htm
tq_360,"u'April 29, 2010'",S. Hrg. 111-1120 - ESEA REAUTHORIZATION: MEETING THE NEEDS OF SPECIAL POPULATIONS,http://www.gpo.gov:80/fdsys/pkg/CHRG-111shrg56322/pdf/CHRG-111shrg56322.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111shrg56322/html/CHRG-111shrg56322.htm
tq_361,"u'January 24, 2002'","S. Hrg. 107-256 - FORUM ON EARLY LEARNING: INVESTING IN OUR CHILDREN, INVESTING IN OUR FUTURE",http://www.gpo.gov:80/fdsys/pkg/CHRG-107shrg77367/pdf/CHRG-107shrg77367.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-107shrg77367/html/CHRG-107shrg77367.htm
tq_362,"u'February 26, 2004'",S. Hrg. 108-434 - HIGHER EDUCATION ACCREDITATION: HOW CAN THE SYSTEM BETTER ENSURE QUALITY AND ACCOUNTABILITY?,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg92438/pdf/CHRG-108shrg92438.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg92438/html/CHRG-108shrg92438.htm
tq_363,"u'February 9, 2011'","House Hearing, 112th Congress
									 - THE IMPACT OF THE HEALTH CARE LAW ON THE ECONOMY, EMPLOYERS, AND THE WORKFORCE",http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg64228/pdf/CHRG-112hhrg64228.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg64228/html/CHRG-112hhrg64228.htm
tq_364,"u'January 20, 2010'","House Hearing, 111th Congress
									 - AMERICA COMPETES: BIG PICTURE PERSPECTIVES ON THE NEED FOR INNOVATION, INVESTMENTS IN R&amp;D, AND A COMMITMENT TO STEM EDUCATION",http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg54450/pdf/CHRG-111hhrg54450.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg54450/html/CHRG-111hhrg54450.htm
tq_365,"u'March 18, 1997'","House Hearing, 105th Congress
									 - DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR 1998",,http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg40589/html/CHRG-105hhrg40589.htm
tq_366,"u'May 2, 2001'","House Hearing, 107th Congress
									 - DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2002",,http://www.gpo.gov:80/fdsys/pkg/CHRG-107hhrg74669/html/CHRG-107hhrg74669.htm
tq_367,"u'September 26, 2006'","House Hearing, 109th Congress
									 - MEMBER PROPOSALS ON TAX ISSUES INTRODUCED IN THE 109TH CONGRESS",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg49882/pdf/CHRG-109hhrg49882.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg49882/html/CHRG-109hhrg49882.htm
tq_368,"u'September 6, 2011'",S. Hrg. 112-271 - U.S. POSTAL SERVICE IN CRISIS: PROPOSALS TO PREVENT A POSTAL SHUTDOWN,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg72477/pdf/CHRG-112shrg72477.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg72477/html/CHRG-112shrg72477.htm
tq_369,"u'July 31, 2007'","House Hearing, 110th Congress
									 - OVERSIGHT FIELD HEARING ON ``THE U.S. MILITARY BUILDUP ON GUAM AND CHALLENGES FACING THE COMMUNITY.''",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg37527/pdf/CHRG-110hhrg37527.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg37527/html/CHRG-110hhrg37527.htm
tq_370,"u'September 28, 2004'","House Hearing, 108th Congress
									 - H.R. 2649, SCHOOLS SAFELY ACQUIRING FACULTY EXCELLENCE ACT",http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg96150/pdf/CHRG-108hhrg96150.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg96150/html/CHRG-108hhrg96150.htm
tq_371,"u'May 21, 1998'","House Hearing, 105th Congress
									 - THE FUTURE OF SOCIAL SECURITY FOR THIS GENERATION AND THE NEXT: IMPLICATIONS OF PROPOSALS AFFECTING FEDERAL, STATE, AND LOCAL GOVERNMENT EMPLOYEES",http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg52908/pdf/CHRG-105hhrg52908.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg52908/html/CHRG-105hhrg52908.htm
tq_372,"u'April 2, 2009'","House Hearing, 111th Congress
									 - COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2010",http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg48765/pdf/CHRG-111hhrg48765.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg48765/html/CHRG-111hhrg48765.htm
tq_373,"u'June 13, 2006'","House Hearing, 109th Congress
									 - NO CHILD LEFT BEHIND: DISAGGREGATING STUDENT ACHIEVEMENT BY SUBGROUPS TO ENSURE ALL STUDENTS ARE LEARNING",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg28431/pdf/CHRG-109hhrg28431.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg28431/html/CHRG-109hhrg28431.htm
tq_374,"u'March 11, 2009'","House Hearing, 111th Congress
									 - MEMBERS' DAY",http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg47992/pdf/CHRG-111hhrg47992.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg47992/html/CHRG-111hhrg47992.htm
tq_375,"u'June 23, 2005'","House Hearing, 109th Congress
									 - EIGHTH IN A SERIES OF SUBCOMMITTEE HEARINGS ON PROTECTING AND STRENGTHENING SOCIAL SECURITY",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg26386/pdf/CHRG-109hhrg26386.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg26386/html/CHRG-109hhrg26386.htm
tq_376,"u'April 14, 2005'","House Hearing, 109th Congress
									 - THE 2004 PRESIDENTIAL AWARDEES FOR EXCELLENCE IN MATHEMATICS AND SCIENCE TEACHING",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg20424/pdf/CHRG-109hhrg20424.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg20424/html/CHRG-109hhrg20424.htm
tq_377,"u'September 18, 2007'","House Hearing, 110th Congress
									 - THE JUVENILE JUSTICE AND DELINQUENCY PREVENTION ACT",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg37692/pdf/CHRG-110hhrg37692.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg37692/html/CHRG-110hhrg37692.htm
tq_378,"u'June 9, 1997'","House Hearing, 105th Congress
									 - TOTAL QUALITY MANAGEMENT",http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg45403/pdf/CHRG-105hhrg45403.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg45403/html/CHRG-105hhrg45403.htm
tq_379,"u'June 22, 2004'","House Hearing, 108th Congress
									 - H.R. 4283, THE COLLEGE ACCESS AND OPPORTUNITY ACT: DOES ACCREDITATION PROVIDE STUDENTS AND PARENTS ACCOUNTABILITY AND QUALITY",http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg94366/pdf/CHRG-108hhrg94366.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg94366/html/CHRG-108hhrg94366.htm
tq_380,"u'November 10, 2011'","S. Hrg. 112-876 - IMPROVING QUALITY, LOWERING COSTS: THE ROLE OF HEALTH CARE DELIVERY SYSTEM REFORM",http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg87752/pdf/CHRG-112shrg87752.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg87752/html/CHRG-112shrg87752.htm
tq_381,"u'April 22, 2004'",S. Hrg. 108-535 - PARENTS RAISING CHILDREN: THE WORKPLACE,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg93364/pdf/CHRG-108shrg93364.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg93364/html/CHRG-108shrg93364.htm
tq_382,"u'March 20, 2013'",S. Hrg. 113-41 - VA MENTAL HEALTH CARE: ENSURING TIMELY ACCESS TO HIGH-QUALITY CARE,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg80174/pdf/CHRG-113shrg80174.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg80174/html/CHRG-113shrg80174.htm
tq_383,"u'December 27, 2012'","S. Hrg. 112 - DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2013",http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg29104493/pdf/CHRG-112shrg29104493.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg29104493/html/CHRG-112shrg29104493.htm
tq_384,"u'September 26, 2014'",S. Hrg. 113-587 - THE BAKKEN: EXAMINING EFFORTS TO,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg92906/pdf/CHRG-113shrg92906.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg92906/html/CHRG-113shrg92906.htm
tq_385,"u'December 4, 2013'","House Hearing, 113th Congress
									 - ADJUDICATING VA'S MOST COMPLEX DISABILITY CLAIMS: ENSURING QUALITY, ACCURACY AND CONSISTENCY ON COMPLICATED ISSUES",http://www.gpo.gov:80/fdsys/pkg/CHRG-113hhrg85872/pdf/CHRG-113hhrg85872.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113hhrg85872/html/CHRG-113hhrg85872.htm
tq_386,"u'May 5, 2011'","House Hearing, 112th Congress
									 - POLICIES AND PROCEDURES OF THE U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES",http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg65963/pdf/CHRG-112hhrg65963.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg65963/html/CHRG-112hhrg65963.htm
tq_387,"u'March 7, 2012'","S. Hrg. 112-718 - DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2013",http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg72333/pdf/CHRG-112shrg72333.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg72333/html/CHRG-112shrg72333.htm
tq_388,"u'June 5, 2003'","House Hearing, 108th Congress
									 - CONSUMER DIRECTED SERVICES: IMPROVING MEDICAID BENEFICIARIES' ACCESS TO QUALITY CARE",http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg87493/pdf/CHRG-108hhrg87493.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg87493/html/CHRG-108hhrg87493.htm
tq_389,"u'May 12, 2008'","House Hearing, 110th Congress
									 - THE IMPACTS OF NUTRIENTS ON WATER QUALITY IN THE GREAT LAKES",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg42636/pdf/CHRG-110hhrg42636.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg42636/html/CHRG-110hhrg42636.htm
tq_390,"u'March 15, 2006'","House Hearing, 109th Congress
									 - UNDERGRADUATE SCIENCE, MATH, AND ENGINEERING EDUCATION: WHAT'S WORKING?",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg26481/pdf/CHRG-109hhrg26481.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg26481/html/CHRG-109hhrg26481.htm
tq_391,"u'April 19, 2007'","House Hearing, 110th Congress
									 - CASE STUDY ON U.S. DEPARTMENT OF VETERANS AFFAIRS QUALITY OF CARE: W.G. (BILL) HEFNER VETERANS AFFAIRS MEDICAL CENTER IN SALISBURY, NORTH CAROLINA",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg35633/pdf/CHRG-110hhrg35633.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg35633/html/CHRG-110hhrg35633.htm
tq_392,"u'January 1, 2007'",S. Hrg. 110-26 - THE PHYSICIAN SHORTAGE CRISIS IN RURAL AMERICA: WHO WILL TREAT OUR PATIENTS?,http://www.gpo.gov:80/fdsys/pkg/CHRG-110shrg33768/pdf/CHRG-110shrg33768.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110shrg33768/html/CHRG-110shrg33768.htm
tq_393,"u'September 24, 2003'","House Hearing, 108th Congress
									 - THE FUTURE OF UNIVERSAL SERVICE",http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg89965/pdf/CHRG-108hhrg89965.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg89965/html/CHRG-108hhrg89965.htm
tq_394,"u'April 17, 2007'","House Hearing, 110th Congress
									 - NONPOINT SOURCE POLLUTION: ATMOSPHERIC DEPOSITION AND WATER QUALITY",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg34796/pdf/CHRG-110hhrg34796.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg34796/html/CHRG-110hhrg34796.htm
tq_395,"u'July 24, 2012'","House Hearing, 112th Congress
									 - PHYSICIAN ORGANIZATION EFFORTS TO PROMOTE HIGH QUALITY CARE AND IMPLICATIONS FOR MEDICARE PHYSICIAN PAYMENT REFORM",http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg80505/pdf/CHRG-112hhrg80505.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg80505/html/CHRG-112hhrg80505.htm
tq_396,"u'May 2, 2007'",S. Hrg. 110-1209 - 2006 NOBEL LAUREATES,http://www.gpo.gov:80/fdsys/pkg/CHRG-110shrg79907/pdf/CHRG-110shrg79907.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110shrg79907/html/CHRG-110shrg79907.htm
tq_397,"u'March 20, 2012'","House Hearing, 112th Congress
									 - ENSURING REGULATIONS PROTECT ACCESS TO AFFORDABLE AND QUALITY COMPANION CARE",http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg73150/pdf/CHRG-112hhrg73150.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg73150/html/CHRG-112hhrg73150.htm
tq_398,"u'March 13, 2003'",S. Hrg. 108-144 - ADDRESSING THE NEW HEALTH CARE CRISIS: REFORMING THE MEDICAL LITIGATION SYSTEM TO IMPROVE THE QUALITY OF HEALTH CARE,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg85833/pdf/CHRG-108shrg85833.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg85833/html/CHRG-108shrg85833.htm
tq_399,"u'March 4, 1999'",S. Hrg. 106-367 - DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2000,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg54239/pdf/CHRG-106shrg54239.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg54239/html/CHRG-106shrg54239.htm
tq_400,"u'February 23, 2000'",S. Hrg. 106-699 - WATER QUALITY,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg67026/pdf/CHRG-106shrg67026.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg67026/html/CHRG-106shrg67026.htm
tq_401,"u'March 16, 1999'",S. Hrg. 106-382 - DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2000,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg54218/pdf/CHRG-106shrg54218.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-106shrg54218/html/CHRG-106shrg54218.htm
tq_402,"u'November 19, 2009'","House Hearing, 111th Congress
									 - IMPROVING THE LITERARY SKILLS OF CHILDREN AND YOUNG ADULTS",http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg53373/pdf/CHRG-111hhrg53373.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111hhrg53373/html/CHRG-111hhrg53373.htm
tq_403,"u'July 29, 2010'",S. Hrg. 111-1156 - THE STATE OF THE AMERICAN CHILD: THE IMPACT OF FEDERAL POLICIES ON CHILDREN,http://www.gpo.gov:80/fdsys/pkg/CHRG-111shrg78036/pdf/CHRG-111shrg78036.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111shrg78036/html/CHRG-111shrg78036.htm
tq_404,"u'July 24, 2001'","S. Hrg. 107-158 - WHO CARES FOR THE CAREGIVERS? THE ROLE OF HEALTH INSURANCE IN PROMOTING QUALITY CARE FOR SENIORS, CHILDREN AND INDIVIDUALS WITH DISABILITIES",http://www.gpo.gov:80/fdsys/pkg/CHRG-107shrg75479/pdf/CHRG-107shrg75479.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-107shrg75479/html/CHRG-107shrg75479.htm
tq_405,"u'March 4, 2004'",S. Hrg. 108-426 - THE HIGHER EDUCATION ACT AND THE WORKFORCE: ISSUES FOR REAUTHORIZATION,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg92485/pdf/CHRG-108shrg92485.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108shrg92485/html/CHRG-108shrg92485.htm
tq_406,"u'September 10, 2013'","House Hearing, 113th Congress
									 - EDUCATION RESEARCH: EXPLORING OPPORTUNITIES TO STRENGTHEN THE INSTITUTE OF EDUCATION SCIENCES",http://www.gpo.gov:80/fdsys/pkg/CHRG-113hhrg82662/pdf/CHRG-113hhrg82662.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113hhrg82662/html/CHRG-113hhrg82662.htm
tq_407,"u'September 26, 2011'","House Hearing, 112th Congress
									 - STEM Education In Action: Communities Preparing for Jobs of the Future",http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg70586/pdf/CHRG-112hhrg70586.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg70586/html/CHRG-112hhrg70586.htm
tq_408,9999,"House Hearing, 108th Congress
									 - H.R. 2210, THE ""SCHOOL READINESS ACT OF 2003"" HEARING BEFORE THE SUBCOMMITTEE ON EDUCATION REFORM OF THE COMMITTEE ON EDUCATION AND THE WORKFORCE HOUSE OF REPRESENTATIVES ONE HUNDRED EIGHTH CONGRESS FIRST SESSION HEARING HELD IN WASHINGTON, DC, JUNE 3, 2003 Serial No. 108-17 Printed for the use of the Committee on Education and the Workforce 88-477 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 2003",http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg88477/pdf/CHRG-108hhrg88477.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-108hhrg88477/html/CHRG-108hhrg88477.htm
tq_409,"u'March 26, 1998'","S. Hrg. 105-817, Part 1 - DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 1999",http://www.gpo.gov:80/fdsys/pkg/CHRG-105shrg46102/pdf/CHRG-105shrg46102.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-105shrg46102/html/CHRG-105shrg46102.htm
tq_410,"u'April 7, 2011'","House Hearing, 112th Congress
									 - EDUCATION REFORMS: PROMOTING FLEXIBILITY AND INNOVATION",http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg65498/pdf/CHRG-112hhrg65498.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112hhrg65498/html/CHRG-112hhrg65498.htm
tq_411,"u'April 10, 2013'",S. Hrg. 113-5 - IDENTIFYING BARRIERS TO INDIAN HOUSING DEVELOPMENT AND FINDING SOLUTIONS,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg80495/pdf/CHRG-113shrg80495.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg80495/html/CHRG-113shrg80495.htm
tq_412,"u'August 6, 2012'","S. Hrg. 113 - COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2014",http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg29104521/pdf/CHRG-113shrg29104521.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg29104521/html/CHRG-113shrg29104521.htm
tq_413,"u'March 9, 2005'","House Hearing, 109th Congress
									 - NATIONAL SCIENCE FOUNDATION BUDGET AND MANAGEMENT CHALLENGES",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg99574/pdf/CHRG-109hhrg99574.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg99574/html/CHRG-109hhrg99574.htm
tq_414,"u'June 6, 2002'",S. Hrg. 107-672 - ACCOUNTABILITY AND IDEA: WHAT HAPPENS WHEN THE BUS DOESN'T COME ANYMORE?,http://www.gpo.gov:80/fdsys/pkg/CHRG-107shrg80206/pdf/CHRG-107shrg80206.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-107shrg80206/html/CHRG-107shrg80206.htm
tq_415,"u'March 15, 2012'",S. Hrg. 112-634 - INDIAN WATER RIGHTS: PROMOTING THE NEGOTIATION AND IMPLEMENTATION OF WATER SETTLEMENTS IN INDIAN COUNTRY,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg75973/pdf/CHRG-112shrg75973.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-112shrg75973/html/CHRG-112shrg75973.htm
tq_416,"u'April 26, 2005'","House Hearing, 109th Congress
									 - NO CHILD LEFT BEHIND: SUPPLEMENTAL TUTORING FOR CHILDREN IN UNDERACHIEVING SCHOOLS",http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg20815/pdf/CHRG-109hhrg20815.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-109hhrg20815/html/CHRG-109hhrg20815.htm
tq_417,"u'July 23, 2010'",S. Hrg. 111-1139 - ESEA REAUTHORIZATION: RURAL HIGH SCHOOL REFORM,http://www.gpo.gov:80/fdsys/pkg/CHRG-111shrg57728/pdf/CHRG-111shrg57728.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-111shrg57728/html/CHRG-111shrg57728.htm
tq_418,"u'November 6, 2013'",S. Hrg. 113-641 - AMERICA COMPETES: SCIENCE AND THE U.S. ECONOMY,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg94535/pdf/CHRG-113shrg94535.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113shrg94535/html/CHRG-113shrg94535.htm
tq_419,"u'March 5, 1998'","House Hearing, 105th Congress
									 - DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS FOR 1999",,http://www.gpo.gov:80/fdsys/pkg/CHRG-105hhrg47445/html/CHRG-105hhrg47445.htm
tq_420,"u'June 10, 2008'","House Hearing, 110th Congress
									 - H.R. 2343: THE EDUCATION BEGINS AT HOME ACT",http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg42728/pdf/CHRG-110hhrg42728.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110hhrg42728/html/CHRG-110hhrg42728.htm
tq_421,"u'January 24, 2014'","House Hearing, 113th Congress
									 - GETTING RURAL AMERICA BACK TO WORK: SOLUTIONS TO LOWER UNEMPLOYMENT",http://www.gpo.gov:80/fdsys/pkg/CHRG-113hhrg86509/pdf/CHRG-113hhrg86509.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-113hhrg86509/html/CHRG-113hhrg86509.htm
tq_422,"u'May 14, 2008'",S. Hrg. 110-717 - RESPONDING TO THE GLOBAL FOOD CRISIS,http://www.gpo.gov:80/fdsys/pkg/CHRG-110shrg47118/pdf/CHRG-110shrg47118.pdf,http://www.gpo.gov:80/fdsys/pkg/CHRG-110shrg47118/html/CHRG-110shrg47118.htm
